Player,Versus,BasedOnMinutes,scouting_period,Per90_Average Pass Length,Per90_Avg. Distance of Def. Actions,Per90_Avg. Length of Goal Kicks,Per90_Clean Sheet Percentage,Per90_Clean Sheets,Per90_Corner Kick Goals Against,Per90_Crosses Faced,Per90_Crosses Stopped,Per90_Crosses Stopped %,Per90_Def. Actions Outside Pen. Area,Per90_Draws,Per90_Free Kick Goals Against,Per90_Goal Kicks,Per90_Goals Against,Per90_Launch %,Per90_Launch% (Goal Kicks),Per90_Losses,Per90_Own Goals Scored Against Goalkeeper,Per90_PSxG-GA,Per90_PSxG/SoT,Per90_Pass Completion Percentage (Launched),Per90_Passes Attempted (GK),Per90_Passes Attempted (Launched),Per90_Passes Completed (Launched),Per90_Penalty Kicks Allowed,Per90_Penalty Kicks Attempted,Per90_Penalty Kicks Missed,Per90_Penalty Kicks Saved,Per90_Post-Shot Expected Goals,Per90_Save Percentage,Per90_Save% (Penalty Kicks),Per90_Saves,Per90_Shots on Target Against,Per90_Throws Attempted,Per90_Wins,Percentile_Average Pass Length,Percentile_Avg. Distance of Def. Actions,Percentile_Avg. Length of Goal Kicks,Percentile_Clean Sheet Percentage,Percentile_Clean Sheets,Percentile_Corner Kick Goals Against,Percentile_Crosses Faced,Percentile_Crosses Stopped,Percentile_Crosses Stopped %,Percentile_Def. Actions Outside Pen. Area,Percentile_Draws,Percentile_Free Kick Goals Against,Percentile_Goal Kicks,Percentile_Goals Against,Percentile_Launch %,Percentile_Launch% (Goal Kicks),Percentile_Losses,Percentile_Own Goals Scored Against Goalkeeper,Percentile_PSxG-GA,Percentile_PSxG/SoT,Percentile_Pass Completion Percentage (Launched),Percentile_Passes Attempted (GK),Percentile_Passes Attempted (Launched),Percentile_Passes Completed (Launched),Percentile_Penalty Kicks Allowed,Percentile_Penalty Kicks Attempted,Percentile_Penalty Kicks Missed,Percentile_Penalty Kicks Saved,Percentile_Post-Shot Expected Goals,Percentile_Save Percentage,Percentile_Save% (Penalty Kicks),Percentile_Saves,Percentile_Shots on Target Against,Percentile_Throws Attempted,Percentile_Wins
Daniel Bentley,Goalkeepers,2954,2018-2019 Championship,35.9,15.4,48.1,21.9,0.21,0.12,13.74,0.46,3.3,1.98,0.24,0.03,8.53,1.37,42.8,58.2,0.37,0.09,-0.13,0.3,33.4,32.78,18.98,6.34,0.0,0.06,0.0,0.06,1.15,62.2,100.0,2.29,3.63,8.77,0.4,15.0,84.0,15.0,36.0,36.0,57.0,24.0,36.0,45.0,97.0,38.0,45.0,36.0,43.0,27.0,15.0,50.0,8.0,34.0,79.0,50.0,99.0,34.0,48.0,91.0,22.0,42.0,80.0,59.0,10.0,91.0,17.0,24.0,99.0,62.0
Daniel Bentley,Goalkeepers,3358,2021-2022 Championship,44.9,14.6,57.6,16.2,0.16,0.16,15.81,0.59,3.7,1.39,0.24,0.0,8.66,1.5,65.7,78.3,0.43,0.03,0.03,0.29,38.4,25.62,23.61,9.06,0.11,0.16,0.0,0.05,1.5,70.9,33.3,3.27,4.8,4.37,0.32,91.0,52.0,90.0,18.0,18.0,39.0,78.0,39.0,30.0,68.0,51.0,58.0,84.0,28.0,93.0,82.0,59.0,57.0,61.0,46.0,90.0,34.0,86.0,95.0,26.0,82.0,47.0,86.0,24.0,68.0,68.0,86.0,80.0,36.0,36.0
Daniel Bentley,Goalkeepers,3843,2019-2020 Championship,40.3,14.6,54.2,23.8,0.23,0.14,17.52,0.56,3.2,1.55,0.23,0.05,8.95,1.43,52.7,70.2,0.35,0.07,-0.03,0.28,35.0,28.34,21.22,7.42,0.09,0.09,0.0,0.0,1.33,70.2,0.0,3.11,4.47,6.14,0.4,44.0,70.0,51.0,48.0,46.0,79.0,84.0,46.0,36.0,89.0,34.0,19.0,74.0,40.0,56.0,49.0,39.0,21.0,61.0,40.0,54.0,81.0,71.0,71.0,44.0,41.0,44.0,36.0,29.0,56.0,36.0,89.0,86.0,91.0,74.0
Daniel Bentley,Goalkeepers,3870,2020-2021 Championship,42.4,11.8,57.0,20.9,0.21,0.3,17.88,0.4,2.2,0.6,0.09,0.02,9.86,1.44,57.6,76.9,0.56,0.0,-0.05,0.31,34.9,25.86,22.47,7.84,0.09,0.12,0.0,0.02,1.39,68.0,20.0,2.74,4.21,4.91,0.35,55.0,14.0,64.0,19.0,19.0,6.0,96.0,29.0,20.0,24.0,6.0,43.0,99.0,14.0,56.0,56.0,91.0,78.0,51.0,83.0,61.0,49.0,69.0,81.0,53.0,46.0,40.0,74.0,11.0,38.0,66.0,89.0,91.0,64.0,49.0
Daniel Iversen,Goalkeepers,1080,2022-2023 Premier League,37.2,10.3,46.2,8.3,0.08,0.17,16.92,1.33,7.9,0.5,0.33,0.17,9.5,1.83,47.1,62.3,0.5,0.08,-0.18,0.29,19.6,21.75,16.17,3.17,0.17,0.17,0.0,0.0,1.58,66.1,0.0,3.17,4.92,4.08,0.17,73.0,5.0,71.0,9.0,9.0,59.0,88.0,91.0,79.0,5.0,88.0,2.0,95.0,16.0,70.0,73.0,71.0,34.0,30.0,59.0,5.0,16.0,73.0,34.0,21.0,68.0,39.0,25.0,27.0,41.0,25.0,80.0,80.0,20.0,5.0
Daniel Iversen,Goalkeepers,1530,Last 365 Days Men's Next 14 Competitions,39.1,14.8,51.4,35.3,0.35,0.12,12.53,1.0,8.0,1.41,0.18,0.06,6.41,1.29,45.5,67.0,0.41,0.0,-0.14,0.35,23.1,28.06,17.06,3.94,0.06,0.06,0.0,0.0,1.15,61.1,0.0,1.88,3.18,3.94,0.41,83.0,73.0,84.0,72.0,73.0,65.0,22.0,68.0,81.0,82.0,14.0,11.0,36.0,45.0,77.0,81.0,69.0,77.0,11.0,93.0,1.0,57.0,79.0,27.0,72.0,18.0,40.0,30.0,69.0,4.0,30.0,3.0,10.0,37.0,66.0
Daniel Iversen,Goalkeepers,1620,2023-2024 Championship,38.5,14.7,51.5,38.9,0.39,0.11,12.44,1.06,8.5,1.44,0.17,0.06,6.33,1.22,43.8,67.5,0.39,0.0,-0.13,0.35,23.1,28.17,16.61,3.83,0.06,0.06,0.0,0.0,1.09,61.1,0.0,1.78,3.0,3.89,0.44,84.0,48.0,84.0,89.0,89.0,79.0,19.0,80.0,94.0,76.0,23.0,10.0,44.0,76.0,74.0,79.0,41.0,84.0,26.0,95.0,8.0,24.0,61.0,46.0,49.0,35.0,39.0,38.0,79.0,6.0,38.0,4.0,4.0,21.0,76.0
Daniel Iversen,Goalkeepers,2070,2020-2021 Championship,47.3,13.8,61.4,39.1,0.39,0.17,13.78,0.83,6.0,1.09,0.22,0.0,8.87,1.09,68.6,87.7,0.43,0.13,0.1,0.26,30.7,23.78,24.09,7.39,0.13,0.17,0.04,0.0,1.06,73.5,0.0,2.65,3.61,3.39,0.35,73.0,43.0,71.0,71.0,71.0,33.0,51.0,79.0,83.0,61.0,31.0,75.0,86.0,64.0,76.0,71.0,69.0,6.0,89.0,39.0,21.0,24.0,79.0,64.0,31.0,74.0,89.0,31.0,44.0,79.0,31.0,79.0,69.0,34.0,44.0
Daniel Iversen,Goalkeepers,4128,2021-2022 Championship,41.0,13.0,51.6,28.9,0.28,0.11,13.78,1.07,7.8,0.89,0.35,0.0,8.28,1.22,52.8,70.8,0.28,0.04,0.05,0.31,32.1,26.4,19.82,6.37,0.07,0.07,0.0,0.0,1.23,70.7,0.0,2.77,3.95,5.28,0.35,75.0,25.0,66.0,51.0,51.0,64.0,55.0,82.0,82.0,34.0,91.0,58.0,74.0,59.0,72.0,68.0,20.0,45.0,68.0,63.0,51.0,45.0,68.0,68.0,53.0,32.0,47.0,33.0,41.0,65.0,33.0,55.0,53.0,74.0,53.0
Daniele Padelli,Goalkeepers,180,vs. Goalkeepers,26.1,14.8,30.7,50.0,0.5,0.0,15.5,0.5,3.2,0.5,0.0,0.0,5.5,0.5,20.0,36.4,0.0,0.0,-0.2,0.15,9.1,17.5,5.5,0.5,0.0,0.0,0.0,0.0,0.3,75.0,,1.5,2.0,4.5,1.0,2.0,62.0,13.0,87.0,87.0,78.0,78.0,63.0,53.0,35.0,16.0,57.0,6.0,97.0,4.0,18.0,5.0,63.0,29.0,2.0,1.0,10.0,1.0,1.0,73.0,24.0,46.0,44.0,98.0,73.0,,13.0,7.0,65.0,99.0
Danny Ward,Goalkeepers,180,2020-2021 Europa League,30.8,21.0,47.3,50.0,0.5,0.0,12.5,0.0,0.0,0.5,0.0,0.0,8.0,0.5,32.4,62.5,0.5,0.0,0.15,0.43,45.5,18.5,11.0,5.0,0.0,0.0,0.0,0.0,0.65,66.7,,1.0,1.5,2.0,0.5,30.0,89.0,76.0,88.0,88.0,74.0,48.0,11.0,11.0,31.0,22.0,56.0,67.0,97.0,43.0,74.0,59.0,60.0,72.0,91.0,90.0,13.0,28.0,63.0,74.0,20.0,47.0,44.0,95.0,49.0,,3.0,1.0,4.0,65.0
Danny Ward,Goalkeepers,360,2021 UEFA Euro 2020,43.7,7.9,45.7,25.0,0.25,0.25,20.25,1.25,6.2,0.0,0.25,0.0,9.5,1.5,58.6,57.9,0.5,0.0,0.15,0.3,35.6,21.75,18.25,6.5,0.0,0.0,0.0,0.0,1.65,73.9,,4.25,5.75,4.0,0.25,94.0,6.0,65.0,50.0,50.0,27.0,94.0,92.0,77.0,4.0,56.0,52.0,79.0,54.0,90.0,69.0,56.0,69.0,54.0,44.0,40.0,31.0,85.0,77.0,67.0,23.0,46.0,38.0,21.0,79.0,,90.0,85.0,27.0,35.0
Danny Ward,Goalkeepers,2340,2022-2023 Premier League,30.4,15.9,35.1,23.1,0.23,0.23,13.65,0.77,5.6,1.62,0.12,0.08,7.31,1.77,29.7,42.1,0.62,0.15,-0.21,0.29,31.0,28.85,11.65,3.62,0.08,0.12,0.0,0.04,1.4,63.0,33.3,2.88,4.58,5.92,0.27,30.0,77.0,29.0,41.0,45.0,27.0,45.0,41.0,27.0,80.0,9.0,5.0,63.0,23.0,34.0,30.0,88.0,13.0,23.0,59.0,30.0,66.0,45.0,55.0,55.0,41.0,39.0,77.0,38.0,27.0,71.0,52.0,59.0,91.0,30.0
David Raya,Goalkeepers,540,2024-2025 Champions League,34.4,16.1,41.4,66.7,0.67,0.17,10.0,0.83,8.3,1.0,0.17,0.0,4.67,0.33,40.6,50.0,0.17,0.0,0.43,0.21,36.1,28.33,13.83,5.0,0.17,0.33,0.0,0.17,0.77,93.8,50.0,2.17,2.67,3.67,0.67,70.0,78.0,66.0,88.0,88.0,43.0,28.0,63.0,68.0,60.0,65.0,58.0,43.0,91.0,79.0,66.0,22.0,59.0,80.0,14.0,60.0,43.0,76.0,77.0,34.0,76.0,47.0,90.0,84.0,93.0,65.0,22.0,14.0,41.0,78.0
David Raya,Goalkeepers,840,2023-2024 Champions League,30.1,16.7,40.3,44.4,0.44,0.11,9.56,1.56,16.3,1.78,0.11,0.0,3.67,0.78,32.1,45.5,0.33,0.0,-0.11,0.22,40.0,29.44,11.11,4.44,0.11,0.11,0.0,0.0,0.67,73.9,0.0,1.78,2.56,4.89,0.56,47.0,73.0,63.0,87.0,87.0,62.0,19.0,96.0,99.0,91.0,24.0,58.0,14.0,94.0,67.0,58.0,35.0,64.0,40.0,5.0,54.0,45.0,55.0,50.0,45.0,45.0,46.0,44.0,99.0,76.0,44.0,6.0,4.0,73.0,73.0
David Raya,Goalkeepers,1890,2024-2025 Premier League,31.7,15.8,51.7,33.3,0.33,0.19,11.1,1.52,13.7,1.57,0.33,0.05,3.95,0.9,34.4,73.5,0.1,0.0,-0.03,0.24,34.3,32.71,14.14,4.86,0.1,0.1,0.0,0.0,0.88,75.4,0.0,2.38,3.29,4.33,0.57,56.0,76.0,87.0,80.0,80.0,33.0,28.0,87.0,91.0,67.0,67.0,22.0,31.0,94.0,65.0,87.0,13.0,70.0,31.0,7.0,54.0,57.0,57.0,65.0,43.0,46.0,50.0,37.0,94.0,83.0,37.0,17.0,9.0,59.0,85.0
David Raya,Goalkeepers,2160,2021-2022 Premier League,36.2,15.8,49.9,33.3,0.33,0.13,16.75,1.13,6.7,1.46,0.21,0.04,8.42,1.13,44.4,68.3,0.38,0.0,-0.03,0.22,42.7,36.5,21.96,9.38,0.17,0.17,0.0,0.0,1.09,77.7,0.0,3.17,4.29,4.92,0.42,67.0,63.0,71.0,75.0,75.0,65.0,87.0,79.0,65.0,75.0,48.0,25.0,87.0,75.0,67.0,67.0,46.0,88.0,63.0,8.0,83.0,98.0,87.0,98.0,29.0,65.0,37.0,37.0,79.0,94.0,37.0,56.0,44.0,67.0,67.0
David Raya,Goalkeepers,2880,2023-2024 Premier League,30.7,17.9,47.5,50.0,0.5,0.16,10.28,1.25,12.2,1.56,0.13,0.03,3.0,0.75,32.2,62.5,0.16,0.03,-0.08,0.26,37.1,30.28,11.63,4.31,0.06,0.09,0.0,0.03,0.64,68.1,33.3,1.41,2.16,4.97,0.72,45.0,89.0,81.0,95.0,98.0,70.0,20.0,80.0,92.0,67.0,8.0,16.0,8.0,98.0,48.0,73.0,17.0,63.0,42.0,20.0,64.0,52.0,48.0,55.0,66.0,36.0,45.0,84.0,95.0,52.0,84.0,2.0,2.0,58.0,89.0
David Raya,Goalkeepers,3420,2022-2023 Premier League,39.5,15.7,51.8,31.6,0.32,0.24,15.74,1.39,8.9,1.42,0.37,0.03,7.08,1.21,50.7,70.3,0.24,0.08,0.13,0.24,39.3,35.97,23.21,9.13,0.05,0.05,0.0,0.0,1.27,77.7,0.0,4.05,5.18,4.21,0.39,88.0,66.0,95.0,66.0,71.0,23.0,80.0,95.0,95.0,70.0,98.0,48.0,48.0,70.0,88.0,91.0,18.0,38.0,88.0,7.0,84.0,98.0,98.0,98.0,82.0,13.0,39.0,25.0,55.0,98.0,25.0,98.0,88.0,27.0,59.0
David Raya,Goalkeepers,3690,2018-2019 Championship,47.9,15.4,66.7,25.0,0.24,0.07,13.25,0.88,6.6,1.42,0.27,0.05,7.9,1.56,64.7,91.3,0.42,0.07,-0.02,0.32,30.8,25.82,23.91,7.36,0.1,0.17,0.05,0.02,1.45,66.7,20.0,2.89,4.4,4.3,0.32,73.0,84.0,87.0,44.0,41.0,78.0,15.0,80.0,92.0,85.0,45.0,24.0,15.0,22.0,69.0,74.0,66.0,17.0,59.0,90.0,38.0,69.0,83.0,71.0,31.0,76.0,92.0,55.0,27.0,30.0,47.0,64.0,76.0,43.0,41.0
David Raya,Goalkeepers,3780,2020-2021 Championship,31.3,16.5,38.6,38.1,0.38,0.05,12.62,0.83,6.6,1.69,0.33,0.02,5.52,0.86,29.7,44.8,0.12,0.02,-0.02,0.24,39.9,43.98,15.52,6.19,0.1,0.1,0.0,0.0,0.81,74.6,0.0,2.17,3.0,7.55,0.55,9.0,73.0,11.0,66.0,66.0,94.0,19.0,81.0,98.0,79.0,84.0,39.0,1.0,85.0,9.0,14.0,1.0,46.0,64.0,11.0,96.0,99.0,24.0,46.0,49.0,31.0,40.0,31.0,84.0,84.0,31.0,34.0,24.0,99.0,89.0
